GENUS;SPECIES;ORDER;FAMILY;DUPLICATE;PERIOD;EARLIEST;MAX_DATE;LATEST;MIN_DATE;MID POINT;LAZARUS;COLLECTION;FORMATION;CONTINENT 1;CONTINENT 2;CONTINENT 3;CONTINENT 4;CONTINENT 5;HEMISPHERE;BA_0;BA_1;BA_2;BA_3;BA_4;BA_5;BA_6;SCALE_ONLY;FINSPINE_ONLY;TOOTH_ONLY
Fadenia;crenulata;Eugeneodontiformes;Caseodontidae;N;Permian;Wuchiapingian;259,1;Wuchiapingian;254,14;256,62;Y;Durham;Marl Slate;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Fadenia;gigas;Eugeneodontiformes;Caseodontidae;N;Carboniferous;Bashkirian;323,2;Bashkirian;315,2;319,2;N;Lucas;Lexington Coal;North America;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Fadenia;monscana;Eugeneodontiformes;Caseodontidae;N;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Peski;Ramenskoye District;Europe;X;X;X;X;N;1;1;1;1;1;0;0;N;N;Y
Ornithoprion;hertwigi;Eugeneodontiformes;Caseodontidae;N;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Bethel Quarry;Carbondale;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Ornithoprion;hertwigi;Eugeneodontiformes;Caseodontidae;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Mine headwall;Carbondale;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Ornithoprion;hertwigi;Eugeneodontiformes;Caseodontidae;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Pit 14, Peabody Coal Co;Carbondale;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Ornithoprion;hertwigi;Eugeneodontiformes;Caseodontidae;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Mecca Quarry;Linton;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Ornithoprion;sp.;Eugeneodontiformes;Caseodontidae;N;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Bethel Quarry;Carbondale;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Pirodus;conicus;Eugeneodontiformes;Caseodontidae;N;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Kolomna District;Shchurovo-Korobcheyevo;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Edestus;heinrichi;Eugeneodontiformes;Edestidae;N;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Bethel Quarry;Carbondale;Europe;North America;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Edestus;heinrichi;Eugeneodontiformes;Edestidae;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Danville;Carbondale;Europe;North America;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Edestus;heinrichi;Eugeneodontiformes;Edestidae;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Alton;Carbondale;Europe;North America;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Edestus;heinrichi;Eugeneodontiformes;Edestidae;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Belleville;Carbondale;Europe;North America;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Edestus;heinrichi;Eugeneodontiformes;Edestidae;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Myachkovo;;Europe;North America;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Edestus;heinrichi;Eugeneodontiformes;Edestidae;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Coulterville;Carbondale;Europe;North America;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Edestus;minor;Eugeneodontiformes;Edestidae;N;Carboniferous;Bashkirian;323,2;Kasimovian;303,7;313,45;N;Newport;;Europe;North America;X;X;X;N;1;1;0;0;0;1;1;N;N;N
Edestus;minor;Eugeneodontiformes;Edestidae;Y;Carboniferous;Bashkirian;323,2;Kasimovian;303,7;313,45;N;Posey County;;Europe;North America;X;X;X;N;1;1;0;0;0;1;1;N;N;N
Edestus;minor;Eugeneodontiformes;Edestidae;Y;Carboniferous;Bashkirian;323,2;Kasimovian;303,7;313,45;N;Eagle County;Minturn;Europe;North America;X;X;X;N;1;1;0;0;0;1;1;N;N;N
Edestus;minor;Eugeneodontiformes;Edestidae;Y;Carboniferous;Bashkirian;323,2;Kasimovian;303,7;313,45;N;Honey Creek;Smithwick;Europe;North America;X;X;X;N;1;1;0;0;0;1;1;N;N;N
Edestus;minor;Eugeneodontiformes;Edestidae;Y;Carboniferous;Bashkirian;323,2;Kasimovian;303,7;313,45;N;Nettlebank;Coal Measures;Europe;North America;X;X;X;N;1;1;0;0;0;1;1;N;N;N
Edestus;minor;Eugeneodontiformes;Edestidae;Y;Carboniferous;Bashkirian;323,2;Kasimovian;303,7;313,45;N;Richland Springs;;Europe;North America;X;X;X;N;1;1;0;0;0;1;1;N;N;N
Edestus;minor;Eugeneodontiformes;Edestidae;Y;Carboniferous;Bashkirian;323,2;Kasimovian;303,7;313,45;N;Vermillion Co.;;Europe;North America;X;X;X;N;1;1;0;0;0;1;1;N;N;N
Edestus;sp.;Eugeneodontiformes;Edestidae;N;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;N;Logan Quarry;Staunton;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Edestus;sp.;Eugeneodontiformes;Edestidae;Y;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;N;Otter Creek;Mecca quarry shale ;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Edestus;sp.;Eugeneodontiformes;Edestidae;Y;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;N;Marissa Mine;;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Edestus;triserratus;Eugeneodontiformes;Edestidae;N;Carboniferous;Bashkirian;323,2;Moscovian ;307;315,1;N;Myachkovo;;Europe;North America;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;N
Edestus;triserratus;Eugeneodontiformes;Edestidae;Y;Carboniferous;Bashkirian;323,2;Moscovian ;307;315,1;N;USA;;Europe;North America;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;N
Edestus;triserratus;Eugeneodontiformes;Edestidae;Y;Carboniferous;Bashkirian;323,2;Moscovian ;307;315,1;N;Staffordshire;;Europe;North America;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;N
Edestus;triserratus;Eugeneodontiformes;Edestidae;Y;Carboniferous;Bashkirian;323,2;Moscovian ;307;315,1;N;Western Kentucky;;Europe;North America;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;N
Edestus;vorax;Eugeneodontiformes;Edestidae;N;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Illinois Basin;Carbondale;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Edestus;vorax;Eugeneodontiformes;Edestidae;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Decatur;Coal Measures;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Edestus;vorax;Eugeneodontiformes;Edestidae;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Peoria County;;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Edestus;vorax;Eugeneodontiformes;Edestidae;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Muskogee Co.;;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Edestus;vorax;Eugeneodontiformes;Edestidae;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Green River;;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Helicampodus;changhsiangensis;Eugeneodontiformes;Edestidae;N;Permian;Wuchiapingian;259,1;Changhsingian;252;255,501;N;Changxing District;Changxing;Asia;X;X;X;X;N;0;0;0;1;1;0;0;N;N;Y
Helicampodus;kokeni ;Eugeneodontiformes;Edestidae;N;Permian;Changhsingian;254,14;Changhsingian;252;253,021;N;Kumaranwalla;Chhidru;Asia;X;X;X;X;N;0;0;1;1;1;0;0;N;N;Y
Lestrodus;newtoni;Eugeneodontiformes;Edestidae;N;Carboniferous;Bashkirian;323,2;Bashkirian;315,2;319,2;N;Brockholes;Millstone Grit;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Syntomodus;abbreviatus;Eugeneodontiformes;Edestidae;N;Permian;Wuchiapingian;259,1;Changhsingian;252;255,501;N;Echi;;Asia;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Bobbodus;schaefferi;Eugeneodontiformes;Eugeneodontidae;N;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;Y;Madison;Dennis;North America;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Bobbodus;schaefferi;Eugeneodontiformes;Eugeneodontidae;N;C - P;Gzhelian;303,7;Asselian;293,52;298,61;Y;Ace Hill Quarry;Lecompton;North America;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Bobbodus;schaefferi;Eugeneodontiformes;Eugeneodontidae;Y;C - P;Gzhelian;303,7;Asselian;293,52;298,61;Y;Manhattan;Red Eagle Limestone;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Eugeneodus;richardsoni;Eugeneodontiformes;Eugeneodontidae;N;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Logan Quarry;Logan Quarry Shale;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Eugeneodus;richardsoni;Eugeneodontiformes;Eugeneodontidae;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Hesler Quarry;Linton;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Eugeneodus;richardsoni;Eugeneodontiformes;Eugeneodontidae;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Bethel Quarry;Carbondale;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Eugeneodus;richardsoni;Eugeneodontiformes;Eugeneodontidae;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Papillion;Wea Shale;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Gilliodus;orvillei;Eugeneodontiformes;Eugeneodontidae;N;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Hesler Quarry;Linton;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Gilliodus;orvillei;Eugeneodontiformes;Eugeneodontidae;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Logan Quarry;Logan Quarry Shale;North America;X;X;X;X;N;0;1;0;0;0;0;0;N;N;N
Gilliodus;peyeri;Eugeneodontiformes;Eugeneodontidae;N;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Logan Quarry;Logan Quarry Shale;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Gilliodus;peyeri;Eugeneodontiformes;Eugeneodontidae;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;N;Papillion;Wea Shale;North America;X;X;X;X;N;0;1;0;0;0;1;1;N;N;N
Agassizodus;sp.;Eugeneodontiformes;Helicoprionidae;N;Carboniferous;Moscovian ;315,2;Kasimovian;303,7;312,45;N;Dewey Cement;Oologah;North America;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;N
Agassizodus;variabilis;Eugeneodontiformes;Helicoprionidae;N;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;Y;Greenfield;Dennis;North America;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Agassizodus;variabilis;Eugeneodontiformes;Helicoprionidae;Y;Carboniferous;Moscovian ;315,2;Moscovian ;307;311,1;Y;Papillion;Wea Shale;North America;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Agassizodus;variabilis;Eugeneodontiformes;Helicoprionidae;N;Carboniferous;Gzhelian;303,7;Gzhelian;298,9;301,3;Y;Queen Hill Quarry;Lecompton;North America;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Agassizodus;variabilis;Eugeneodontiformes;Helicoprionidae;Y;Carboniferous;Gzhelian;303,7;Gzhelian;298,9;301,3;Y;KaserBros Quarry;Holt Shale;North America;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Arpagodus;rectangulus;Eugeneodontiformes;Helicoprionidae;N;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;N;Domodedovo District;Peski;Europe;X;X;X;X;N;1;1;1;1;1;0;0;N;N;Y
Arpagodus;rectangulus;Eugeneodontiformes;Helicoprionidae;Y;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;N;Moscow;;Europe;X;X;X;X;N;1;1;1;1;1;0;0;N;N;Y
Arpagodus;rectangulus;Eugeneodontiformes;Helicoprionidae;Y;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;N;Gzhel;Bergkalk;Europe;X;X;X;X;N;1;1;1;1;1;0;0;N;N;Y
Campyloprion;annectans;Eugeneodontiformes;Helicoprionidae;N;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;N;Iowa;;North America;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Campyloprion;cf. C. annectans;Eugeneodontiformes;Helicoprionidae;N;Carboniferous;Gzhelian;303,7;Gzhelian;298,9;301,3;N;Rusavkino;Dobryatino Horizon;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Campyloprion;cf. C. ivanovi;Eugeneodontiformes;Helicoprionidae;N;Carboniferous;Kasimovian;307;Kasimovian;303,7;305,35;N;Socorro County;Atrasado;North America;X;X;X;X;N;1;0;0;0;0;0;0;N;N;Y
Campyloprion;ivanovi;Eugeneodontiformes;Helicoprionidae;N;Carboniferous;Gzhelian;303,7;Gzhelian;298,9;301,3;N;Rusavkino;Dobryatino Horizon;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Campyloprion;sp.;Eugeneodontiformes;Helicoprionidae;N;Carboniferous;Gzhelian;303,7;Gzhelian;298,9;301,3;N;Jacksboro;Graham;North America;X;X;X;X;N;0;0;0;0;0;1;1;N;N;Y
Helicoprion;bessonowi;Eugeneodontiformes;Helicoprionidae;N;Permian;Artinskian;290,1;Artinskian;283,5;286,8;N;Krasnou?msk;Divya;Asia;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helicoprion;bessonowi;Eugeneodontiformes;Helicoprionidae;Y;Permian;Artinskian;290,1;Artinskian;283,5;286,8;N;Aktasty locality;Aktasty beds;Asia;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helicoprion;bessonowi;Eugeneodontiformes;Helicoprionidae;Y;Permian;Artinskian;290,1;Artinskian;283,5;286,8;N;Hanawa;Tanukihara;Asia;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helicoprion;davisi;Eugeneodontiformes;Helicoprionidae;N;Permian;Asselian;298,9;Roadian;268,8;283,85;N;Coolkilya Flat;Wandagee Beds;North America;Asia;Australia and Oceania;X;X;N/S;1;1;1;1;1;1;1;N;N;Y
Helicoprion;davisi;Eugeneodontiformes;Helicoprionidae;Y;Permian;Asselian;298,9;Roadian;268,8;283,85;N;Forth Hall;Phosphoria;North America;Asia;Australia and Oceania;X;X;N/S;1;1;1;1;1;1;1;N;N;Y
Helicoprion;davisi;Eugeneodontiformes;Helicoprionidae;Y;Permian;Asselian;298,9;Roadian;268,8;283,85;N;USGS 5070;Phosphoria;North America;Asia;Australia and Oceania;X;X;N/S;1;1;1;1;1;1;1;N;N;Y
Helicoprion;davisi;Eugeneodontiformes;Helicoprionidae;Y;Permian;Asselian;298,9;Roadian;268,8;283,85;N;Frazier Creek;Goodhue Greenstone;North America;Asia;Australia and Oceania;X;X;N/S;1;1;1;1;1;1;1;N;N;Y
Helicoprion;davisi;Eugeneodontiformes;Helicoprionidae;Y;Permian;Asselian;298,9;Roadian;268,8;283,85;N;Waterloo Mine;Phosphoria;North America;Asia;Australia and Oceania;X;X;N/S;1;1;1;1;1;1;1;N;N;Y
Helicoprion;davisi;Eugeneodontiformes;Helicoprionidae;Y;Permian;Asselian;298,9;Roadian;268,8;283,85;N;Cerro Puntiagudo;Patlanoaya;North America;Asia;Australia and Oceania;X;X;N/S;1;1;1;1;1;1;1;N;N;Y
Helicoprion;davisi;Eugeneodontiformes;Helicoprionidae;Y;Permian;Asselian;298,9;Roadian;268,8;283,85;N;St. Arnaud Hills;Assistance;North America;Asia;Australia and Oceania;X;X;N/S;1;1;1;1;1;1;1;N;N;Y
Helicoprion;davisi;Eugeneodontiformes;Helicoprionidae;Y;Permian;Asselian;298,9;Roadian;268,8;283,85;N;Blind Fiord;Van Hauen;North America;Asia;Australia and Oceania;X;X;N/S;1;1;1;1;1;1;1;N;N;Y
Helicoprion;davisi;Eugeneodontiformes;Helicoprionidae;Y;Permian;Asselian;298,9;Roadian;268,8;283,85;N;Jingmen County;Qixia;North America;Asia;Australia and Oceania;X;X;N/S;1;1;1;1;1;1;1;N;N;Y
Helicoprion;davisi;Eugeneodontiformes;Helicoprionidae;Y;Permian;Asselian;298,9;Roadian;268,8;283,85;N;Gilliland Canyon;Word;North America;Asia;Australia and Oceania;X;X;N/S;1;1;1;1;1;1;1;N;N;Y
Helicoprion;davisi;Eugeneodontiformes;Helicoprionidae;Y;Permian;Asselian;298,9;Roadian;268,8;283,85;N;Glass Mountains;Skinner Ranch;North America;Asia;Australia and Oceania;X;X;N/S;1;1;1;1;1;1;1;N;N;Y
Helicoprion;ergassaminon;Eugeneodontiformes;Helicoprionidae;N;Permian;Kungurian;283,5;Roadian;268,8;276,15;N;Waterloo Mine;Phosphoria;North America;X;X;X;X;N;0;0;0;0;0;1;1;N;N;Y
Hunanohelicoprion;xiandongensis;Eugeneodontiformes;Helicoprionidae;N;Permian;Kungurian;283,5;Kungurian;272,95;278,725;N;Xiandong;Qixia;Asia;X;X;X;X;N;0;0;1;1;1;0;0;N;N;Y
Parahelicoprion;clerci;Eugeneodontiformes;Helicoprionidae;N;Permian;Asselian;298,9;Kungurian;273,95;286,425;N;Ural Mountains;Arta beds;Asia;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Parahelicoprion;mariosuarezi;Eugeneodontiformes;Helicoprionidae;N;Permian;Kungurian;283,5;Kungurian;272,95;278,725;N;Jacha Khatawi hill;Copacabana;South America;X;X;X;X;S;0;1;0;0;0;0;0;N;N;Y
Sarcoprion;edax;Eugeneodontiformes;Helicoprionidae;N;Permian;Roadian;272,95;Roadian;268,8;270,875;N;east Greenland;Foldvik Creek;North America;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Shaktauites;seywi;Eugeneodontiformes;Helicoprionidae;N;Permian;Sakmarian;293,52;Sakmarian;290,1;291,81;N;Shakh-Tau quarry;;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Toxoprion;lecontei;Eugeneodontiformes;Helicoprionidae;N;Permian;Asselian;298,9;Kungurian;273,95;286,425;N;Eureka;Carbon Ridge;North America;X;X;X;X;N;0;0;0;0;1;1;0;N;N;Y
Campodus;agassizianus;Eugeneodontiformes;Incertae familiae;N;Carboniferous;Bashkirian;323,2;Moscovian ;307;315,1;N;Lower Hays Farm ;Bowland Shale;Europe;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Campodus;agassizianus;Eugeneodontiformes;Incertae familiae;Y;Carboniferous;Bashkirian;323,2;Moscovian ;307;315,1;N;Chockier;Coal Measures;Europe;X;X;X;X;N;0;0;0;0;0;1;1;N;N;N
Campodus;rectangulus;Eugeneodontiformes;Incertae familiae;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Myachkovo;;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Campodus;sp.;Eugeneodontiformes;Incertae familiae;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;Y;High Greenwood;Pendleside Beds;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Campodus;sp.;Eugeneodontiformes;Incertae familiae;N;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;Y;Papillion Quarry;;North America;X;X;X;X;N;0;0;1;1;1;1;0;N;N;Y
Campodus;sp.;Eugeneodontiformes;Incertae familiae;Y;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;Y;Sewickley Bridge;Glenshaw;North America;X;X;X;X;N;0;0;1;1;1;1;0;N;N;Y
Campodus;sp.;Eugeneodontiformes;Incertae familiae;Y;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;Y;Allegheny Co.;Glenshaw;North America;X;X;X;X;N;0;0;1;1;1;1;0;N;N;Y
Campodus;variabilis;Eugeneodontiformes;Incertae familiae;N;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;N;Cedar Creek;Coal Measures;North America;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Campodus;variabilis;Eugeneodontiformes;Incertae familiae;Y;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;N;Osage Co.;Coal Measures;North America;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Chiastodus;obvallatus;Eugeneodontiformes;Incertae familiae;N;Carboniferous;Moscovian;315,2;Moscovian;307;311,1;N;Myachkovo;;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Tiaraju;tenuis;Eugeneodontiformes;Incertae familiae;N;Permian;Roadian;272,95;Capitanian;259,1;266,025;N;Sao Gabriel;Teresina;South America;X;X;X;X;S;0;0;0;1;1;0;0;N;N;Y
Diclitodus;denshumani;Helodontiformes;Helodontidae;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Muhua;sample MH?1;Asia;X;X;X;X;N;0;0;0;0;0;1;1;N;N;Y
Helodus;acuminatus;Helodontiformes;Helodontidae;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Missouri;Bushberg Sandstone;North America;X;X;X;X;N;0;0;1;1;1;0;0;N;N;Y
Helodus;acutus;Helodontiformes;Helodontidae;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Armagh;Carboniferous Limestone;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;Y
Helodus;adjunctus;Helodontiformes;Helodontidae;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Missouri;Chouteau Limestone;North America;X;X;X;X;N;0;0;0;0;1;1;0;N;N;Y
Helodus;affinis;Helodontiformes;Helodontidae;N;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Missouri;Coal Measures;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helodus;affinis;Helodontiformes;Helodontidae;Y;Carboniferous;Tournaisian;358,9;Gzhelian;298,9;329,4;N;Northern France;;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helodus;andrewsi;Helodontiformes;Helodontidae;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Missouri;Chouteau Limestone;North America;X;X;X;X;N;0;0;0;0;1;1;0;N;N;Y
Helodus;angulatus;Helodontiformes;Helodontidae;N;Carboniferous;Tournaisian;358,9;Visean;330,9;345,4;N;Alton;St. Louis limestone;North America;X;X;X;X;N;0;1;1;1;1;1;1;N;N;Y
Helodus;angulatus;Helodontiformes;Helodontidae;Y;Carboniferous;Tournaisian;358,9;Visean;330,9;345,4;N;St. Louis;Warsaw Limestone;North America;X;X;X;X;N;0;1;1;1;1;1;1;N;N;Y
Helodus;angulatus;Helodontiformes;Helodontidae;Y;Carboniferous;Tournaisian;358,9;Visean;330,9;345,4;N;Burlington;Burlington limestone;North America;X;X;X;X;N;0;1;1;1;1;1;1;N;N;Y
Helodus;angulatus;Helodontiformes;Helodontidae;Y;Carboniferous;Tournaisian;358,9;Visean;330,9;345,4;N;Warsaw;Keokuk Limestone;North America;X;X;X;X;N;0;1;1;1;1;1;1;N;N;Y
Helodus;antiquissimus;Helodontiformes;Helodontidae;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Tula region;;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helodus;appendiculatus;Helodontiformes;Helodontidae;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Shropshire;;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helodus;attheyi;Helodontiformes;Helodontidae;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;Y;Armagh;Carboniferous Limestone;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;Y
Helodus;attheyi;Helodontiformes;Helodontidae;N;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;Y;Lanarkshire;Coal Measures;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helodus;aversus;Helodontiformes;Helodontidae;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Tula region;Malykova;Europe;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helodus;biformis;Helodontiformes;Helodontidae;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Le Grand;;North America;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helodus;bushbergensis;Helodontiformes;Helodontidae;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Missouri;Bushberg Sandstone;North America;X;X;X;X;N;0;0;1;1;1;0;0;N;N;Y
Helodus;carbonarius;Helodontiformes;Helodontidae;N;Carboniferous;Bashkirian;323,2;Gzhelian;298,9;311,05;N;Illinois;;North America;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helodus;chouteauensis;Helodontiformes;Helodontidae;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Missouri;Bushberg Sandstone;North America;X;X;X;X;N;0;0;1;1;1;0;0;N;N;Y
Helodus;clavatus;Helodontiformes;Helodontidae;N;Carboniferous;Visean;346,7;Visean;330,9;338,8;N;Armagh;Carboniferous Limestone;Europe;X;X;X;X;N;1;1;1;0;0;0;0;N;N;Y
Helodus;clivulus;Helodontiformes;Helodontidae;N;D - C;Famennian;372,2;Tournaisian;346,7;359,45;N;Missouri;Bushberg Sandstone;North America;X;X;X;X;N;0;0;1;1;1;0;0;N;N;Y
Helodus;clivulus;Helodontiformes;Helodontidae;Y;D - C;Famennian;372,2;Tournaisian;346,7;359,45;N;Missouri;Grassy Creek Shales;North America;X;X;X;X;N;0;0;1;1;1;0;0;N;N;Y
Helodus;compressus;Helodontiformes;Helodontidae;N;Carboniferous;Tournaisian;358,9;Tournaisian;346,7;352,8;N;Iowa;Burlington limestone;North America;X;X;X;X;N;0;0;1;1;0;0;0;N;N;Y
Helodus;comptus;Helodontiformes;Helodontidae;N;Carboniferous;Tournaisian;358,9;Serpukhovian;323,2;341,05;N;Meadville;Meadville Upper Limestone;North America;X;X;X;X;N;NA;NA;NA;NA;NA;NA;NA;N;N;Y
Helodus;coniculus;Helodontiformes;Helodontidae;N;Carboniferous;Tournaisian;358,9;Visean;330,9;345,4;N;Cooper Co.;Burlington limestone;North America;Asia;X;X;X;N;0;1;1;1;1;1;1;N;N;Y
