COLLECTION,Longitude,Latitude,MID.POINT,GENUS,SPECIES,ORDER,FAMILY,SUBCLASS,GROUP_GINTER,GROUP_GINTER2,TOOTH_PLATE,DUPLICATE,PERIOD,EARLIEST,MAX_DATE,LATEST,MIN_DATE,LAZARUS,FORMATION,CONTINENT.1,CONTINENT.2,CONTINENT.3,CONTINENT.4,CONTINENT.5,HEMISPHERE,BA_0,BA_1,BA_2,BA_3,BA_4,BA_5,BA_6,SCALE_ONLY,FINSPINE_ONLY,TOOTH_ONLY,plng,plat
Chester,-89.8,37.9,334.95,Psammodus,angularis,Psammodontiformes,Psammodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,Y,Carboniferous,Visean,346.7,Serpukhovian,323.2,N,,Europe,North America,X,X,X,N,1,1,1,1,1,1,1,N,N,Y,-33.43159763823187,-8.175650902313782
Chester,-89.8,37.9,334.95,Stemmatias,compactus,Symmoriiformes,Incertae familiae,Holocephali,Cladodontomorphi,Elasmobranchii,N,N,Carboniferous,Visean,346.7,Serpukhovian,323.2,N,,North America,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,Y,N,N,-33.43159763823187,-8.175650902313782
Chester,-89.8,37.9,334.95,Ctenacanthus,angulatus,Ctenacanthiformes,Ctenacanthidae,Elasmobranchii,Cladodontomorphi,Elasmobranchii,,N,Carboniferous,Visean,346.7,Serpukhovian,323.2,N,Okaw,North America,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,Y,N,-33.43159763823187,-8.175650902313782
Chester,-89.8,37.9,334.95,Tanaodus,depressius,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Serpukhovian,323.2,N,Okaw,North America,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,-33.43159763823187,-8.175650902313782
Chester,-89.8,37.9,334.95,Tanaodus,bellicinctus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Serpukhovian,323.2,N,Okaw,North America,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,-33.43159763823187,-8.175650902313782
Chester,-89.8,37.9,334.95,Tanaodus,polymorphus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Serpukhovian,323.2,N,Okaw,North America,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,-33.43159763823187,-8.175650902313782
Chester,-89.8,37.9,334.95,Psammodus,angularis,Psammodontiformes,Psammodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Serpukhovian,323.2,N,Okaw,Europe,North America,X,X,X,N,1,1,1,1,1,1,1,N,N,Y,-33.43159763823187,-8.175650902313782
Chester,-89.8,37.9,335.55,Stethacanthus,sp.,Symmoriiformes,Symmoriidae,Holocephali,Cladodontomorphi,Elasmobranchii,N,Y,D - C,Famennian,372.2,Gzhelian,298.9,N,Okaw,Europe,North America,Asia,Africa,Australia and Oceania,N/S,1,1,1,1,1,1,1,N,N,N,-34.01927701700404,-8.603090000816884
Chester,-89.8,37.9,341.05,Helodus,crenulatis,Helodontiformes,Helodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,N,Carboniferous Limestone,North America,X,X,X,X,N,1,1,1,1,0,0,0,N,N,Y,-39.81597375303403,-12.844611373091672
Chester,-89.8,37.9,341.05,Polyrhizodus,dentatus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,N,Okaw,North America,X,X,X,X,N,0,0,1,1,0,0,0,N,N,Y,-39.81597375303403,-12.844611373091672
Chester,-89.8,37.9,347.7,Orodus,sp.,Orodontiformes,Orodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,D - C,Famennian,372.2,Serpukhovian,323.2,Y,,Europe,North America,Asia,X,X,N,1,1,1,1,1,1,1,N,N,Y,-48.89906044344443,-19.77002777555597
Chinook Mine,-87.2,39.5,307.05,Symmorium,reniforme,Symmoriiformes,Symmoriidae,Holocephali,Cladodontomorphi,Elasmobranchii,N,Y,Carboniferous,Moscovian,315.2,Gzhelian,298.9,N,Linton,Europe,North America,X,X,X,N,0,1,0,0,0,0,0,N,N,N,-20.50063582392355,-1.8655022627002356
Chockier,5.4,50.6,315.1,Campodus,agassizianus,Eugeneodontiformes,Incertae familiae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Bashkirian,323.2,Moscovian ,307,N,Coal Measures,Europe,X,X,X,X,N,0,0,0,0,0,1,1,N,N,N,21.171020653585693,3.7724393788715216
City Farm,-79.9,40.4,329.4,Petalodus,ohioensis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,N,Glenshaw,North America,X,X,X,X,N,0,1,1,1,1,1,0,N,N,Y,-20.47797749127494,-6.406494274832529
Clanwilliam,18.9,-32.2,405.05,Machaeracanthus,sp.,Incerti_ordinis,Machaeracanthidae,Stem,NA,NA,N,Y,S - D,Gorstian,427.4,Givetian,382.7,?,Gydo,Europe,North America,Asia,Africa,X,N/S,0,1,1,1,1,1,1,N,N,NA,176.952369107663,-71.70331360236783
Clay City Pipe Co.,-87.4,39.8,307.05,Symmorium,reniforme,Symmoriiformes,Symmoriidae,Holocephali,Cladodontomorphi,Elasmobranchii,N,Y,Carboniferous,Moscovian,315.2,Gzhelian,298.9,N,Linton,Europe,North America,X,X,X,N,0,1,0,0,0,0,0,N,N,N,-20.50016274402602,-1.5282887797364346
Clay City Pipe Co.,-87.4,39.8,311.1,Iniopera,richardsoni,Iniopterygia,Sibyrhynchidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Moscovian,315.2,Moscovian,307,N,Linton,North America,X,X,X,X,N,0,1,0,0,0,1,1,N,N,N,-20.781389607980422,-2.2196444108537072
Clee Hills,-2.7,52.4,341.05,Stichacanthus,sp.,Menaspiformes,Incertae familiae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,N,Carboniferous Limestone,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,Y,N,0.4783659145849381,-6.727891770339342
Cleveland,-83.6,39.4,365.55,Ctenacanthus,concinnus,Ctenacanthiformes,Ctenacanthidae,Elasmobranchii,Cladodontomorphi,Elasmobranchii,,Y,Devonian,Famennian,372.2,Famennian,358.9,N,Cleveland Shale,North America,X,X,X,X,N,0,0,0,1,1,1,0,N,N,N,-60.75384222146093,-29.204362773837452
Cleveland,-83.6,39.4,365.55,Cladoselache,fyleri,Symmoriiformes,Cladoselachidae,Holocephali,Cladodontomorphi,Elasmobranchii,N,Y,Devonian,Famennian,372.2,Famennian,358.9,N,Cleveland Shale,North America,X,X,X,X,N,0,0,0,0,1,1,0,N,N,N,-60.75384222146093,-29.204362773837452
Cleveland Qd.,-83.6,39.4,335.55,Stethacanthus,sp.,Symmoriiformes,Symmoriidae,Holocephali,Cladodontomorphi,Elasmobranchii,N,Y,D - C,Famennian,372.2,Gzhelian,298.9,N,Cleveland Shale,Europe,North America,Asia,Africa,Australia and Oceania,N/S,1,1,1,1,1,1,1,N,N,N,-29.070236397947752,-9.955123056636456
Clifton,-2.6,51.5,329.4,Orodus,ramosus,Orodontiformes,Orodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,N,Carboniferous Limestone,Europe,North America,X,X,X,N,1,1,1,1,1,1,1,N,N,Y,11.785917465944294,0.01871270992176451
Clifton,55.5,30.1,329.4,Anodontacanthus,alatus,Xenacanthiformes,Incertae familiae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,N,Coal Measures,Europe,X,X,X,X,N,1,0,0,0,0,0,0,N,Y,N,53.11628181425389,-34.01399703390873
Clifton City,-93,38.8,352.8,Ctenacanthus,cliftonensis,Ctenacanthiformes,Ctenacanthidae,Elasmobranchii,Cladodontomorphi,Elasmobranchii,,N,Carboniferous,Tournaisian,358.9,Tournaisian,346.7,N,Chouteau Limestone,North America,X,X,X,X,N,0,0,0,0,1,1,0,N,Y,N,-56.44119225252758,-20.873370847565802
Clinton County,-77.6,41.2,365.55,Ageleodus,pectinatus,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Devonian,Famennian,372.2,Famennian,358.9,Y,,North America,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,-55.25511397101016,-30.38864629084181
Clovenstone Road,-3.2,56,338.8,Diplodoselache,woodi,Xenacanthiformes,Diplodoselachidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,Carboniferous,Visean,346.7,Visean,330.9,N,Wardie Shales,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,N,1.1596924591577484,-1.6514845379971315
Clun,-3,52.4,421.1,Plectrodus,mirabilis,Ischnacanthiformes,Ischnacanthidae,Stem,NA,NA,N,N,Silurian,Pridoli,423,Pridoli,419.2,N,Ludlow Bone Bed,Europe,X,X,X,X,N,0,1,1,0,0,0,0,N,N,NA,-57.33130006961506,-22.96226453499418
Collyhurst,-2.2,53.5,311.05,Stemmatias,sp.,Symmoriiformes,Incertae familiae,Holocephali,Cladodontomorphi,Elasmobranchii,N,Y,Carboniferous,Bashkirian,323.2,Gzhelian,298.9,N,Coal Measures,Europe,X,X,X,X,N,1,0,0,0,0,0,0,Y,N,N,15.850648586218583,6.275179642534019
Columbus,-83,39.9,388,Cladolepis,gunnelli,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Devonian,Eifelian,393.3,Givetian,382.7,N,Ohio bone beds,North America,X,X,X,X,N,0,1,1,0,0,0,0,Y,N,N,-69.23480039197973,-31.13692698029204
Confusion Range,-113.7,39.3,377.45,Diademodus,utahensis,Phoebodontiformes,Phoebodontidae,Elasmobranchii,NA,Elasmobranchii,N,N,Devonian,Frasnian,382.7,Frasnian,372.2,N,,North America,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,-82.08373494531763,-12.112962878355567
Cook Mountains,158,-79.4,385.2,Antarctilamna,cf. prisca,Antarctilamniformes,Antarctilamnidae,Stem,NA,Elasmobranchii,N,N,Devonian,Givetian,387.7,Givetian,382.7,N,Aztec Siltstone,Antarctica,X,X,X,X,S,1,0,0,0,0,0,0,N,N,Y,146.1175132324834,-38.315163929186234
Coolkilya Flat,114.5,-23.7,283.85,Helicoprion,davisi,Eugeneodontiformes,Helicoprionidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Permian,Asselian,298.9,Roadian,268.8,N,Wandagee Beds,North America,Asia,Australia and Oceania,X,X,N/S,1,1,1,1,1,1,1,N,N,Y,98.70490541479934,-56.004016902166924
Cooper Co.,-92.8,38.8,345.4,Helodus,coniculus,Helodontiformes,Helodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Tournaisian,358.9,Visean,330.9,N,Burlington limestone,North America,Asia,X,X,X,N,0,1,1,1,1,1,1,N,N,Y,-46.97718201455839,-15.263193921463634
Cornwallis Island,-95.1,75.1,407.55,Poracanthodes,punctatus,Ischnacanthiformes,Poracanthodidae,Stem,NA,NA,N,Y,Silurian,Gorstian,427.4,Eifelian,387.7,Y,Cape Phillips,Asia,North America,Europe,X,X,N,1,1,1,1,1,1,0,N,N,NA,-61.2056800392187,-2.684127781247605
Cornwallis Island,-95.1,75.1,423.3,Poracanthodes,canadensis,Ischnacanthiformes,Poracanthodidae,Stem,NA,NA,N,N,Silurian,Gorstian,427.4,Pridoli,419.2,N,Cape Phillips,North America,X,X,X,X,N,0,0,0,0,0,1,0,Y,N,NA,-77.09611072850156,5.518299881254344
Cottonwood Canyon,-111.4,40.6,400.45,Sevyacanthus,elliotti,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,N,Devonian,Emsian,407.6,Emsian,393.3,N,Water Canyon,North America,X,X,X,X,N,1,1,1,0,0,0,0,N,N,NA,-93.4574675580539,-17.588731790742564
Cottonwood Canyon,-111.4,40.6,400.45,Cacheacanthus,utahensis,Ischnacanthiformes,Ischnacanthidae,Stem,NA,NA,N,N,Devonian,Emsian,407.6,Emsian,393.3,N,Water Canyon,North America,X,X,X,X,N,1,0,0,0,0,0,0,N,N,NA,-93.4574675580539,-17.588731790742564
Cottonwood Canyon,-111.4,40.6,406.25,Climatius,sp.,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,Y,Devonian,Lochkovian,419.2,Emsian,393.3,Y,Water Canyon,North America,Europe,X,X,,N,1,0,0,0,0,0,0,N,N,NA,-93.35797026143094,-20.674540230843508
Coulterville,-89.6,38.2,311.1,Edestus,heinrichi,Eugeneodontiformes,Edestidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Moscovian ,315.2,Moscovian ,307,N,Carbondale,Europe,North America,X,X,X,N,0,1,0,0,0,0,0,N,N,N,-23.051032133594656,-2.80368372524597
Court Creek,-90.1,40.9,307.05,Symmorium,reniforme,Symmoriiformes,Symmoriidae,Holocephali,Cladodontomorphi,Elasmobranchii,N,Y,Carboniferous,Moscovian,315.2,Gzhelian,298.9,N,,Europe,North America,X,X,X,N,0,1,0,0,0,0,0,N,N,N,-21.793994899085526,0.413262882597398
Court Creek,-90.1,40.9,311.1,Cobelodus,aculeatus,Symmoriiformes,Symmoriidae,Holocephali,Cladodontomorphi,Elasmobranchii,N,Y,Carboniferous,Moscovian,315.2,Moscovian,307,Y,,North America,X,X,X,X,N,0,1,0,0,0,1,1,N,N,N,-22.054910569100677,-0.2645562294446102
Court Creek,-90.1,40.9,311.1,Caseodus,basalis,Eugeneodontiformes,Caseodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Moscovian ,315.2,Moscovian ,307,N,Linton,North America,X,X,X,X,N,0,1,0,0,0,1,1,N,N,N,-22.054910569100677,-0.2645562294446102
Cowdenbeath,-3.3,56.1,327.05,Gyracanthus,nobilis,Incerti_ordinis,Gyracanthidae,Stem,NA,NA,N,N,Carboniferous,Serpukhovian,330.9,Serpukhovian,323.2,N,Little Splint Coal,Europe,X,X,X,X,N,1,0,0,0,0,0,0,N,Y,NA,10.831006548940419,4.2051018301567105
Cowdenbeath,-3.3,56.1,327.05,Dicentrodus,bicuspidatus,Xenacanthiformes,Diplodoselachidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,Carboniferous,Serpukhovian,330.9,Serpukhovian,323.2,N,Cowdenbeath bone bed,Europe,X,X,X,X,N,1,0,0,0,0,0,0,N,N,N,10.831006548940419,4.2051018301567105
Cowdenbeath,-3.3,56.1,327.05,Dicentrodus,bicuspidatus,Xenacanthiformes,Diplodoselachidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,N,Carboniferous,Serpukhovian,330.9,Serpukhovian,323.2,N,Bone Bed above little splint coal,Europe,X,X,X,X,N,1,0,0,0,0,0,0,N,N,N,10.831006548940419,4.2051018301567105
Cox-Lancutis,108.9,47,327.05,Damocles,serratus,Symmoriiformes,Falcatidae,Holocephali,Cladodontomorphi,Elasmobranchii,N,Y,Carboniferous,Serpukhovian,330.9,Serpukhovian,323.2,N,Heath,North America,X,X,X,X,N,0,0,1,1,1,0,0,N,N,N,138.7158309921499,53.711907715313494
Cox-Lancutis,108.9,47,327.05,Stethacanthus,productus,Symmoriiformes,Symmoriidae,Holocephali,Cladodontomorphi,Elasmobranchii,N,Y,Carboniferous,Serpukhovian,330.9,Serpukhovian,323.2,N,Heath,North America,X,X,X,X,N,0,0,1,1,1,0,0,N,N,N,138.7158309921499,53.711907715313494
Cox-Lancutis,108.9,47,335.55,Stethacanthus,sp.,Symmoriiformes,Symmoriidae,Holocephali,Cladodontomorphi,Elasmobranchii,N,Y,D - C,Famennian,372.2,Gzhelian,298.9,N,Heath,Europe,North America,Asia,Africa,Australia and Oceania,N/S,1,1,1,1,1,1,1,N,N,N,126.57294499325828,53.38259182340454
Craddock Bonebed shark layer,55.5,30.1,275.401,Orthacanthus,platypternus,Xenacanthiformes,Diplodoselachidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,Permian,Asselian,298.9,Changhsingian,252,N,Craddock Bonebed,North America,X,X,X,X,N,1,1,1,0,0,0,0,N,N,N,53.5706747712483,-20.76723572524961
Craddock Bonebed shark layer,55.5,30.1,298.075,Xenacanthus,sp.,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,C - P,Bashkirian,323.2,Kungurian,272.95,Y,Craddock Bonebed,Europe,North America,X,X,X,N,1,1,0,0,0,0,0,N,N,N,52.96569124256309,-26.143928994142925
Craddock Ranch,55.5,30.1,275.401,Orthacanthus,platypternus,Xenacanthiformes,Diplodoselachidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,Permian,Asselian,298.9,Changhsingian,252,N,Arroyo,North America,X,X,X,X,N,1,1,1,0,0,0,0,N,N,N,53.5706747712483,-20.76723572524961
Cradley,-2.1,52.5,408.15,Erriwacanthus,sp.,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,N,S - D,Pridoli,423,Emsian,393.3,N,Ledbury,Europe,X,X,X,,N,1,1,0,0,0,0,0,N,N,NA,-37.501874658463386,-24.540762280518507
Cradley,-2.1,52.5,415,Parexus,sp.,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,Y,Devonian,Lochkovian,419.2,Lochkovian,410.8,N,Lower Old Red Sandstone,Europe,X,X,X,X,N,1,0,0,0,0,0,0,N,N,NA,-46.123840840777184,-23.895546926269763
Cravens Peak Beds,138,-23,397.65,Mcmurdodus,whitei,Incerti ordinis,Mcmurdodontidae,Stem,Euselachii,Elasmobranchii,N,N,Devonian,Emsian,407.6,Eifelian,387.7,N,Cravens Peak Beds,Australia and Oceania,X,X,X,X,S,1,1,0,0,0,0,0,N,N,Y,127.11901968728901,-13.573653538897569
Crawford County,-80.1,41.7,370.8,Stethacanthus,depressus,Symmoriiformes,Symmoriidae,Holocephali,Cladodontomorphi,Elasmobranchii,N,N,Devonian,Frasnian,382.7,Famennian,358.9,N,Catskill,North America,X,X,X,X,N,1,1,1,0,0,0,0,N,Y,N,-59.61398490585028,-29.74018423633797
Crawford County,-86.4,38.3,334.95,Echinochimaera,sulphurea,Chimaeriformes,Echinochimaeridae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Serpukhovian,323.2,N,Indian Springs Shale,North America,X,X,X,X,N,0,1,0,0,0,0,0,N,N,Y,-30.954217541688756,-9.325745418613199
Crawford County,-86.4,38.3,334.95,Echinochimaera,indiana,Chimaeriformes,Echinochimaeridae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Serpukhovian,323.2,N,Indian Springs Shale,North America,X,X,X,X,N,0,1,0,0,0,0,0,N,N,Y,-30.954217541688756,-9.325745418613199
Crawford County,-86.4,38.3,334.95,Echinochimaera,elusiva,Chimaeriformes,Echinochimaeridae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Serpukhovian,323.2,N,Indian Springs Shale,North America,X,X,X,X,N,0,1,0,0,0,0,0,N,N,Y,-30.954217541688756,-9.325745418613199
Crawford County,-86.4,38.3,334.95,Echinochimaera,kellyi,Chimaeriformes,Echinochimaeridae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Serpukhovian,323.2,N,Indian Springs Shale,North America,X,X,X,X,N,0,1,0,0,0,0,0,N,N,Y,-30.954217541688756,-9.325745418613199
Crimple Beck,-1.2,54,329.4,Carcharopsis,dentatus,Incerti ordinis,Incertae familiae,Stem,NA,Elasmobranchii,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,N,Millstone Grit,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,11.677758342263312,2.65607667462286
Cromarty,-4,57.7,388,Diplacanthus,tenuistriatus,Diplacanthiformes,Diplacanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Givetian,382.7,N,Middle Old Red Sandstone,Europe,X,X,X,,N,1,0,0,0,0,0,0,N,N,NA,-34.77871524306434,-18.378060721165692
Cromarty,-4,57.7,388,Rhadinacanthus (Diplacanthus),longispinus,Diplacanthiformes,Diplacanthidae,Stem,NA,NA,N,N,Devonian,Eifelian,393.3,Givetian,382.7,Y,Middle Old Red Sandstone,Europe,X,X,X,,N,1,0,1,0,0,0,0,N,N,NA,-34.77871524306434,-18.378060721165692
Cromarty,-4,57.7,388,Diplacanthus,crassisimus,Diplacanthiformes,Diplacanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Givetian,382.7,N,Middle Old Red Sandstone,Europe,X,X,X,,N,1,0,0,0,0,0,0,N,N,NA,-34.77871524306434,-18.378060721165692
Cromarty,-4,57.7,388,Cheiracanthus,murchisoni,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Givetian,382.7,N,Middle Old Red Sandstone,Europe,X,X,X,,N,1,0,0,0,0,0,0,N,N,NA,-34.77871524306434,-18.378060721165692
Crooked Burn,-2,55,359.05,Gyracanthus ,sp.,Incerti_ordinis,Gyracanthidae,Stem,NA,NA,N,Y,D - C,Lochkovian,419.2,Gzhelian,298.9,?,Cementstones Group,Europe,North America,South America,X,X,N/S,1,1,0,0,0,0,0,N,Y,NA,-18.886224375097072,-18.95624859244792
Crooked Burn,55.5,30.1,352.8,Acanthodes,ovensi,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,N,Carboniferous,Tournaisian,358.9,Tournaisian,346.7,N,Cementstones Group,Europe,X,X,X,,N,1,0,0,0,0,0,0,N,N,NA,56.503864565161074,-40.06298783152242
Cruaday Quarry,-3.3,59.1,388,Diplacanthus,crassisimus,Diplacanthiformes,Diplacanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Givetian,382.7,N,Middle Old Red Sandstone,Europe,X,X,X,,N,1,0,0,0,0,0,0,N,N,NA,-35.17008883906893,-16.979691726621773
Cults,-3,56.3,329.4,Deltoptychius,armigerus,Menaspiformes,Deltoptychiidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,N,,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,N,9.891507191089733,4.436148959530629
Cunningham Creek,-66.3,45.4,428.85,Nerepisacanthus,denisoni,Ischnacanthiformes,Acritolepidae?,Stem,NA,NA,N,Y,Silurian,Telychian,438.5,Pridoli,419.2,N,Cunningham Creek,North America,X,X,X,X,N,1,1,1,0,0,0,0,N,N,NA,-92.29175900174113,-21.782534289677603
Cunningsham Brook,-66.3,45.4,428.85,Nerepisacanthus,denisoni,Ischnacanthiformes,Acritolepidae?,Stem,NA,NA,N,N,Silurian,Telychian,438.5,Pridoli,419.2,N,Jones Creek,North America,X,X,X,X,N,1,1,1,0,0,0,0,N,N,NA,-92.29175900174113,-21.782534289677603
Cusop Dingle,-3.1,52.1,408.15,Erriwacanthus,sp.,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,Y,S - D,Pridoli,423,Emsian,393.3,N,Lower Old Red Sandstone,Europe,X,X,X,,N,1,1,0,0,0,0,0,N,N,NA,-37.739648616382865,-25.238923697355684
Cuyahoga County,-83.6,39.4,352.8,Polyrhizodus,modestus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Tournaisian,358.9,Tournaisian,346.7,N,,North America,X,X,X,X,N,0,0,0,0,1,1,0,N,N,Y,-49.947022354377964,-25.093825530299444
Cuyahoga County,-83.6,39.4,365.55,Ctenacanthus,concinnus,Ctenacanthiformes,Ctenacanthidae,Elasmobranchii,Cladodontomorphi,Elasmobranchii,,Y,Devonian,Famennian,372.2,Famennian,358.9,N,Cleveland Shale,North America,X,X,X,X,N,0,0,0,1,1,1,0,N,N,N,-60.75384222146093,-29.204362773837452
Cuyahoga County,-83.6,39.4,365.55,Ctenacanthus,terrelli,Ctenacanthiformes,Ctenacanthidae,Elasmobranchii,Cladodontomorphi,Elasmobranchii,,Y,Devonian,Famennian,372.2,Famennian,358.9,N,Cleveland Shale,North America,X,X,X,X,N,0,0,0,0,1,1,0,N,N,Y,-60.75384222146093,-29.204362773837452
Cuyahoga County,-83.6,39.4,365.55,Ctenacanthus,tumidus,Ctenacanthiformes,Ctenacanthidae,Elasmobranchii,Cladodontomorphi,Elasmobranchii,,Y,Devonian,Famennian,372.2,Famennian,358.9,N,Cleveland Shale,North America,X,X,X,X,N,0,0,0,0,1,1,0,N,N,Y,-60.75384222146093,-29.204362773837452
Dale Town,110,24.1,406.25,Ohiolepis,newberryi,Incerti ordinis,Incertae familiae,?,NA,NA,,Y,Devonian,Lochkovian,419.2,Emsian,393.3,N,Sipai,Europe,Asia,X,X,X,N,0,1,1,1,1,0,0,Y,N,N,101.33722343233418,-2.614531569457033
Dalkeith,-3.1,55.9,315.1,Sphenacanthus,nodosus,Incerti ordinis,Sphenacanthidae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Carboniferous,Bashkirian,323.2,Moscovian ,307,N,Coal Measures,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,Y,N,14.293854793549501,6.397664124313782
Dalkeith,55.5,30.1,329.4,Xenacanthus,laevissimus,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,N,Coal Measures,Europe,X,X,X,X,N,1,0,0,0,0,0,0,N,N,N,53.11628181425389,-34.01399703390873
Dallas Pike,55.5,30.1,275.401,Orthacanthus,texensis,Xenacanthiformes,Diplodoselachidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,Permian,Asselian,298.9,Changhsingian,252,N,Greene,North America,X,X,X,X,N,1,1,0,0,0,0,0,N,N,N,53.5706747712483,-20.76723572524961
Dallas Pike,55.5,30.1,298.075,Xenacanthus,sp.,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,C - P,Bashkirian,323.2,Kungurian,272.95,Y,Greene,Europe,North America,X,X,X,N,1,1,0,0,0,0,0,N,N,N,52.96569124256309,-26.143928994142925
Dalmeh,45.4,37,351.55,Lissodus,sp.,Hybodontiformes,Incertae familiae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,D - C,Famennian,372.2,Visean,330.9,N,,Asia,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,42.57430253430753,-37.92739840469889
Dalmeh,45.4,37,359.45,Protacrodus,sp.,Incerti ordinis,Protacrodontidae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,D - C,Famennian,372.2,Tournaisian,346.7,N,Early expansa Zone,Asia,Africa,X,X,X,N/S,0,0,0,1,1,1,1,N,N,Y,43.251660484268584,-40.1233263291279
Dalmeh,45.4,37,365.55,Protacrodus,serra ,Incerti ordinis,Protacrodontidae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,Devonian,Famennian,372.2,Famennian,358.9,N,Early expansa Zone,Asia,Africa,X,X,X,N/S,NA,NA,NA,NA,NA,NA,NA,N,N,Y,43.507000637402,-40.69348984084609
