GENUS;SPECIES;ORDER;FAMILY;SUBCLASS;GROUP_GINTER;GROUP_GINTER2;TOOTH_PLATE;SCM1;SCM2;SCM_average;DUPLICATE;PERIOD;EARLIEST;MAX_DATE;LATEST;MIN_DATE;MID POINT;LAZARUS;COLLECTION;FORMATION;CONTINENT 1;CONTINENT 2;CONTINENT 3;CONTINENT 4;CONTINENT 5;HEMISPHERE;BA_0;BA_1;BA_2;BA_3;BA_4;BA_5;BA_6;SCALE_ONLY;FINSPINE_ONLY;TOOTH_ONLY
Cheiracanthus;peachi;Acanthodiiformes;Cheiracanthidae;Stem;NA;NA;N;36,35;42,95;17,04;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Sacquoy Head;Mey Flagstone;Europe;X;X;X;;N;1;1;1;0;0;0;0;N;N;NA
Cheiracanthus;peachi;Acanthodiiformes;Cheiracanthidae;Stem;NA;NA;N;36,35;42,95;17,04;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;East Mey;Mey Flagstone;Europe;X;X;X;;N;1;1;1;0;0;0;0;N;N;NA
Cheiracanthus;peachi;Acanthodiiformes;Cheiracanthidae;Stem;NA;NA;N;36,35;42,95;17,04;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Orsha-2 borehole;Kostiukovichy;Europe;X;X;X;;N;1;1;1;0;0;0;0;N;N;NA
Cheiracanthus;sp.;Acanthodiiformes;Cheiracanthidae;Stem;NA;NA;N;29;29;20;N;Devonian;Eifelian;393,3;Givetian;382,7;388;?;Den of Findon;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Cheiracanthus;sp.;Acanthodiiformes;Cheiracanthidae;Stem;NA;NA;N;29;29;20;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;?;Stromness;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Cheiracanthus;sp.;Acanthodiiformes;Cheiracanthidae;Stem;NA;NA;N;29;29;20;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;?;Gordon Castle;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Cheiracanthus;splendens;Acanthodiiformes;Cheiracanthidae;Stem;NA;NA;N;2,5;2,5;2,5;N;Devonian;Eifelian;393,3;Eifelian;387,7;390,5;N;Estonia;Narova Stage;Europe;X;X;X;;N;NA;NA;NA;NA;NA;NA;NA;Y;N;NA
Cheiracanthus;talimae;Acanthodiiformes;Cheiracanthidae;Stem;NA;NA;N;2,5;2,5;2,5;N;Devonian;Eifelian;393,3;Eifelian;387,7;390,5;N;Pusne-286 borehole;Kernave;Europe;X;X;X;;N;1;1;0;0;0;0;0;Y;N;NA
Cheiracanthus;talimae;Acanthodiiformes;Cheiracanthidae;Stem;NA;NA;N;2,5;2,5;2,5;Y;Devonian;Eifelian;393,3;Eifelian;387,7;390,5;N;Daugavpils-42 borehole;;Europe;X;X;X;;N;1;1;0;0;0;0;0;Y;N;NA
Ginkgolepis;tenericostatus;Acanthodiiformes;Cheiracanthidae;Stem;NA;NA;N;2,5;2,5;2,5;N;Devonian;Givetian;387,7;Givetian;382,7;385,2;N;Karksi outcrop;Burtnieki;Europe;X;X;X;;N;1;1;0;0;0;0;0;Y;N;NA
Ginkgolepis;tenericostatus;Acanthodiiformes;Cheiracanthidae;Stem;NA;NA;N;2,5;2,5;2,5;Y;Devonian;Givetian;387,7;Givetian;382,7;385,2;N;Novinka quarry;Burtnieki;Europe;X;X;X;;N;1;0;0;0;0;0;0;Y;N;NA
Homalacanthus;concinnus;Acanthodiiformes;Cheiracanthidae;Stem;NA;NA;N;53,85;68,25;26,01;N;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Scaumenac Bay;Escuminac;North America;X;X;X;;N;1;1;1;0;0;0;0;N;N;NA
Homalacanthus;concinnus;Acanthodiiformes;Cheiracanthidae;Stem;NA;NA;N;53,85;68,25;26,01;Y;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Escuminac Bay;Escuminac;North America;X;X;X;;N;1;1;1;0;0;0;0;N;N;NA
Homalacanthus;concinnus;Acanthodiiformes;Cheiracanthidae;Stem;NA;NA;N;53,85;68,25;26,01;Y;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Miguasha;Escuminac;North America;X;X;X;;N;1;1;1;0;0;0;0;N;N;NA
Markacanthus;costulatus;Acanthodiiformes;Cheiracanthidae;Stem;NA;NA;N;2,5;2,5;2,5;N;Devonian;Eifelian;393,3;Eifelian;387,7;390,5;N;Orsha-2 borehole;Kostiukovichy;Europe;X;X;X;;N;1;1;1;0;0;0;0;Y;N;NA
Markacanthus;costulatus;Acanthodiiformes;Cheiracanthidae;Stem;NA;NA;N;2,5;2,5;2,5;Y;Devonian;Eifelian;393,3;Eifelian;387,7;390,5;N;Saravai-427 borehole;Kernave;Europe;X;X;X;;N;1;1;1;0;0;0;0;Y;N;NA
Markacanthus;parallelus;Acanthodiiformes;Cheiracanthidae;Stem;NA;NA;N;2,5;2,5;2,5;N;Devonian;Emsian;407,6;Eifelian;387,7;397,65;N;Braslav-7 borehole;Vitebsk horizon;Europe;X;X;X;;N;0;1;0;0;0;0;0;Y;N;NA
Protogonacanthus;juergeni;Acanthodiiformes;Cheiracanthidae;Stem;NA;NA;N;44,95;44,95;44,95;N;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;An der Loh quarry;Upper Plattenkalk;Europe;X;X;X;;N;0;1;1;0;0;0;0;N;N;NA
Halimacanthodes;ahlbergi;Acanthodiiformes;Howittacanthidae;Stem;NA;NA;N;44,3;44,3;44,3;N;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Stromatoporoid Camp;Gogo;Australia and Oceania;X;X;X;;S;0;0;0;1;1;1;0;N;N;NA
Howittacanthus;kentoni;Acanthodiiformes;Howittacanthidae;Stem;NA;NA;N;50,8;64,65;40,06428571;N;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Mt. Howitt Spur quarry;;Australia and Oceania;X;X;X;;S;1;0;0;0;0;0;0;N;N;NA
Lodeacanthus;gaujicus;Acanthodiiformes;Mescanthidae;Stem;NA;NA;N;53,875;63,1;39,92083333;N;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Lode clay quarry;Lode;Europe;X;X;X;;N;1;1;0;0;0;0;0;N;N;NA
Melanoacanthus;minutus;Acanthodiiformes;Mesacanthidae;Stem;NA;NA;N;38,15;41,275;17,0175;N;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;Standard Oil Company locality AR.25.58;Bear Rock;North America;X;X;X;;N;0;1;0;0;0;0;0;N;N;NA
Mesacanthus;mitchelli;Acanthodiiformes;Mesacanthidae;Stem;NA;NA;N;45,65;64,225;27,37333333;N;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;Turin Hill;Dundee Flagstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Mesacanthus;mitchelli;Acanthodiiformes;Mesacanthidae;Stem;NA;NA;N;45,65;64,225;27,37333333;Y;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;Forfar;Dundee Flagstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Mesacanthus;mitchelli;Acanthodiiformes;Mesacanthidae;Stem;NA;NA;N;45,65;64,225;27,37333333;Y;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;Angus;Dundee Flagstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Mesacanthus;mitchelli;Acanthodiiformes;Mesacanthidae;Stem;NA;NA;N;45,65;64,225;27,37333333;Y;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;Tillywhandland quarry;Dundee Flagstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Mesacanthus;peachi;Acanthodiiformes;Mesacanthidae;Stem;NA;NA;N;41,925;45,225;26,21590909;N;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Orkney;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Mesacanthus;peachi;Acanthodiiformes;Mesacanthidae;Stem;NA;NA;N;41,925;45,225;26,21590909;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Achanarras;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Mesacanthus;pusillus;Acanthodiiformes;Mesacanthidae;Stem;NA;NA;N;38,8;46,125;27,36071429;N;Devonian;Eifelian;393,3;Eifelian;387,7;390,5;N;Tynet Burn;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Mesacanthus;sp.;Acanthodiiformes;Mesacanthidae;Stem;NA;NA;N;9,2;9,2;9,2;N;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;MOTH locality;Delorme/Road River;North America;X;X;X;;N;0;0;0;1;0;0;0;N;N;NA
Mesacanthus;semistriatus;Acanthodiiformes;Mesacanthidae;Stem;NA;NA;N;44,275;44,275;20,625;N;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;Campbellton;Atholville beds;North America;X;X;X;;N;0;1;0;0;0;0;0;N;N;NA
Promesacanthus;eppleri;Acanthodiiformes;Mesacanthidae;Stem;NA;NA;N;46,6;64,2;30,56666667;N;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;MOTH locality;Delorme/Road River;North America;X;X;X;;N;0;0;0;1;0;0;0;N;N;NA
Triazeugacanthus;affinis;Acanthodiiformes;Mesacanthidae;Stem;NA;NA;N;41,675;57,375;32,785;N;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Escuminac Bay;Escuminac;North America;X;X;X;;N;1;1;1;0;0;0;0;N;N;NA
Triazeugacanthus;affinis;Acanthodiiformes;Mesacanthidae;Stem;NA;NA;N;41,675;57,375;32,785;Y;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Miguasha;Escuminac;North America;X;X;X;;N;1;1;1;0;0;0;0;N;N;NA
Triazeugacanthus;affinis;Acanthodiiformes;Mesacanthidae;Stem;NA;NA;N;41,675;57,375;32,785;Y;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;lot 192;Escuminac;North America;X;X;X;;N;1;1;1;0;0;0;0;N;N;NA
Triazeugacanthus;affinis;Acanthodiiformes;Mesacanthidae;Stem;NA;NA;N;41,675;57,375;32,785;Y;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;lot 193B;Escuminac;North America;X;X;X;;N;1;1;1;0;0;0;0;N;N;NA
Culmacanthus;antarctica;Diplacanthiformes;Culmacanthidae;Stem;NA;NA;N;2,5;2,5;2,5;N;Devonian;Givetian;387,7;Givetian;382,7;385,2;N;Mount Crean;Aztec Siltstone;Antarctica;X;X;X;;S;1;0;0;0;0;0;0;N;N;NA
Culmacanthus;pambulensis;Diplacanthiformes;Culmacanthidae;Stem;NA;NA;N;2,5;2,5;2,5;N;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Pambula;Boyd Volcanic Complex;Australia and Oceania;X;X;X;;S;1;0;0;0;0;0;0;N;N;NA
Culmacanthus;sp.;Diplacanthiformes;Culmacanthidae;Stem;NA;NA;N;34,875;34,875;15,725;N;Devonian;Emsian;407,6;Eifelian;387,7;397,65;N;Goalen Head;Bunga Beds;Australia and Oceania;X;X;X;;S;1;0;0;0;0;0;0;N;N;NA
Culmacanthus;stewarti;Diplacanthiformes;Culmacanthidae;Stem;NA;NA;N;39,05;39,55;19,30357143;N;Devonian;Givetian;387,7;Frasnian;372,2;379,95;N;Mt. Howitt;;Australia and Oceania;X;X;X;;S;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;acus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;39,775;39,775;17,89166667;N;Devonian;Famennian;372,2;Famennian;358,9;365,55;N;Grahamstown;Witpoort;Africa;X;X;X;;S;0;1;0;0;0;0;0;N;N;NA
Diplacanthus;crassisimus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;55,35;61,275;37,550625;N;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Achanarras;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;crassisimus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;55,35;61,275;37,550625;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Den of Findon;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;crassisimus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;55,35;61,275;37,550625;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Elgin;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;crassisimus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;55,35;61,275;37,550625;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Tynet Burn;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;crassisimus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;55,35;61,275;37,550625;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Cromarty;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;crassisimus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;55,35;61,275;37,550625;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Lethen Bar;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;crassisimus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;55,35;61,275;37,550625;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Orkney;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;crassisimus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;55,35;61,275;37,550625;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Cruaday Quarry;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;crassisimus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;55,35;61,275;37,550625;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Allt Muigh-bhlaraidh;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;kleesmentae;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;2,5;2,5;2,5;N;Devonian;Emsian;407,6;Eifelian;387,7;397,65;N;Berzini-33 borehole;Vitebsk horizon;Europe;X;X;X;;N;0;1;0;0;0;0;0;Y;N;NA
Diplacanthus;kleesmentae;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;2,5;2,5;2,5;Y;Devonian;Emsian;407,6;Eifelian;387,7;397,65;N;Cherikov-1 borehole;Vitebsk horizon;Europe;X;X;X;;N;0;1;0;0;0;0;0;Y;N;NA
Diplacanthus;pechorensis;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;2,5;2,5;2,5;N;Devonian;Pragian ;410,8;Pragian ;407,6;409,2;N;Toboy-14 borehole;Naul';Europe;X;X;X;;N;NA;NA;NA;NA;NA;NA;NA;Y;N;NA
Diplacanthus;poltnigi;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;2,5;2,5;2,5;N;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;Matusevich river;Severnaya Zemlya;Asia;X;X;X;;N;1;1;1;0;0;0;0;Y;N;NA
Diplacanthus;solidus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;2,5;2,5;2,5;N;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;Matusevich river;Severnaya Zemlya;Asia;X;X;X;;N;1;1;1;0;0;0;0;Y;N;NA
Diplacanthus;sp.;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;41,55;41,8;14,184375;N;Devonian;Eifelian;393,3;Famennian;358,9;376,1;N;Orkney;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;sp.;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;41,55;41,8;14,184375;Y;Devonian;Eifelian;393,3;Famennian;358,9;376,1;N;Karksi outcrop;Burtnieki;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;sp.;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;41,55;41,8;14,184375;Y;Devonian;Eifelian;393,3;Famennian;358,9;376,1;N;St. Petersburg;R. Ischora;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;sp.;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;41,55;41,8;14,184375;Y;Devonian;Eifelian;393,3;Famennian;358,9;376,1;N;Den of Findon;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;sp.;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;41,55;41,8;14,184375;Y;Devonian;Eifelian;393,3;Famennian;358,9;376,1;N;Achanarras;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;tenuistriatus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;38,425;50,8;23,98928571;N;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Lybster;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;tenuistriatus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;38,425;50,8;23,98928571;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Den of Findon;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;tenuistriatus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;38,425;50,8;23,98928571;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Cromarty;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;tenuistriatus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;38,425;50,8;23,98928571;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Achanarras;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Diplacanthus;tenuistriatus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;38,425;50,8;23,98928571;Y;Devonian;Eifelian;393,3;Givetian;382,7;388;N;Lybster;Lybster Flagstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Milesacanthus;ancestralis;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;6,95;9,45;3,771428571;N;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;Al Qalibah region;Jawf;Asia;Africa;X;X;;N/S;0;1;1;1;0;0;0;N;N;NA
Milesacanthus;ancestralis;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;6,95;9,45;3,771428571;Y;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;Southern Ahaggar;Oued Felaou;Asia;Africa;X;X;;N/S;0;1;1;1;0;0;0;N;N;NA
Milesacanthus;antarctica;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;56,1;57;24,8375;N;Devonian;Givetian;387,7;Givetian;382,7;385,2;N;Portal Mountain;Aztec Siltstone;Antarctica;X;X;X;;S;1;0;0;0;0;0;0;N;N;NA
Milesacanthus;sp.;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;2,5;2,5;2,5;N;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Chahriseh;horizon GI4;Asia;X;X;X;;N;0;1;1;1;0;0;0;Y;N;NA
Rhadinacanthus;deltosquamosus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;2,5;2,5;2,5;N;Devonian;Givetian;387,7;Givetian;382,7;385,2;N;Karksi outcrop;Burtnieki;Europe;X;X;X;;N;1;1;0;0;0;0;0;Y;N;NA
Rhadinacanthus;deltosquamosus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;2,5;2,5;2,5;Y;Devonian;Givetian;387,7;Givetian;382,7;385,2;N;Novinka quarry;Burtnieki;Europe;X;X;X;;N;1;0;0;0;0;0;0;Y;N;NA
Rhadinacanthus;ellsi;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;28,35;28,35;28,35;N;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Miguasha;Escuminac;North America;X;X;X;;N;1;1;1;0;0;0;0;N;N;NA
Rhadinacanthus;horridus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;49;49;47,91666667;N;Devonian;Frasnian;382,7;Frasnian;372,2;377,45;N;Miguasha;Escuminac;North America;X;X;X;;N;1;1;1;0;0;0;0;N;N;NA
Rhadinacanthus (Diplacanthus);longispinus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;2,5;2,5;2,5;N;Silurian;Gorstian;427,4;Ludfordian;423;425,2;Y;Rauhe Berge;Beyrichienkalk;Europe;X;X;X;;N;1;0;1;0;0;0;0;N;N;NA
Rhadinacanthus (Diplacanthus);longispinus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;57,6;60,375;28,49210526;N;Devonian;Eifelian;393,3;Givetian;382,7;388;Y;Cromarty;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;1;0;0;0;0;N;N;NA
Rhadinacanthus (Diplacanthus);longispinus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;57,6;60,375;27,1925;Y;S - D;Gorstian;427,4;Givetian;382,7;405,05;NA;Den of Findon;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;1;0;0;0;0;N;N;NA
Rhadinacanthus (Diplacanthus);longispinus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;57,6;60,375;27,1925;Y;S - D;Gorstian;427,4;Givetian;382,7;405,05;NA;Achanarras;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;1;0;0;0;0;N;N;NA
Rhadinacanthus (Diplacanthus);longispinus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;57,6;60,375;27,1925;Y;S - D;Gorstian;427,4;Givetian;382,7;405,05;NA;Orkney;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;1;0;0;0;0;N;N;NA
Rhadinacanthus (Diplacanthus);longispinus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;57,6;60,375;27,1925;Y;S - D;Gorstian;427,4;Givetian;382,7;405,05;NA;Stromness;Middle Old Red Sandstone;Europe;X;X;X;;N;1;0;1;0;0;0;0;N;N;NA
Rhadinacanthus (Diplacanthus);longispinus;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;57,6;60,375;27,1925;Y;S - D;Gorstian;427,4;Givetian;382,7;405,05;NA;Estonia;Narova Stage;Europe;X;X;X;;N;1;0;1;0;0;0;0;N;N;NA
Rhadinacanthus;primaris;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;2,5;2,5;2,5;N;Devonian;Emsian;407,6;Eifelian;387,7;397,65;N;Kuptcheli-325 borehole;Vitebsk horizon;Europe;X;X;X;;N;0;1;0;0;0;0;0;Y;N;NA
Rhadinacanthus;primaris;Diplacanthiformes;Diplacanthidae;Stem;NA;NA;N;2,5;2,5;2,5;Y;Devonian;Emsian;407,6;Eifelian;387,7;397,65;N;Braslav-8 borehole;Vitebsk horizon;Europe;X;X;X;;N;0;1;0;0;0;0;0;Y;N;NA
Striacanthus;overathensis;Incerti_ordinis;Incertae_familiae;Stem;NA;NA;N;5,1;5,1;5,1;N;Devonian;Pragian;410,8;Emsian;393,3;402,05;N;Stone quarry Heider;Wahnbachschichten;Europe;X;X;X;;N;0;1;1;1;1;0;0;N;Y;NA
Striacanthus;overathensis;Incerti_ordinis;Incertae_familiae;Stem;NA;NA;N;5,1;5,1;5,1;Y;Devonian;Pragian;410,8;Emsian;393,3;402,05;NA;Podlazie Hill;Winna;Europe;X;X;X;;N;0;1;1;1;1;0;0;N;Y;NA
Striacanthus;sicaeformis;Diplacanthiformes;Incertae_familiae;Stem;NA;NA;N;6,95;6,95;6,95;N;Devonian;Givetian;387,7;Famennian;358,9;373,3;N;Freestone Creek;Avon River Group;Australia and Oceania;X;X;X;;S;1;0;0;0;0;0;0;N;Y;NA
Gladiobranchus;probaton;Diplacanthiformes;Gladiobranchidae;Stem;NA;NA;N;60,65;64,95;42,09642857;N;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;MOTH locality;Delorme/Road River;North America;X;X;X;;N;0;0;0;1;0;0;0;N;N;NA
Uraniacanthus;spinosus;Diplacanthiformes;Gladiobranchidae;Stem;NA;NA;N;30,85;33,525;16,00555556;N;Devonian;Lochkovian;419,2;Emsian;393,3;406,25;N;Wayne Herbert Quarry;Lower Old Red Sandstone;Europe;Asia;X;X;;N;1;1;0;0;0;0;0;N;N;NA
Uraniacanthus;spinosus;Diplacanthiformes;Gladiobranchidae;Stem;NA;NA;N;30,85;33,525;16,00555556;Y;Devonian;Lochkovian;419,2;Emsian;393,3;406,25;NA;Central Saudi Arabia;Jauf;Europe;Asia;X;X;;N;1;1;0;0;0;0;0;N;N;NA
Uraniacanthus;curtus;Diplacanthiformes;Gladiobranchidae;Stem;NA;NA;N;43,325;44,225;29,95833333;N;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;N;Farnell;Dundee Flagstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Uraniacanthus;curtus;Diplacanthiformes;Gladiobranchidae;Stem;NA;NA;N;43,325;44,225;29,95833333;Y;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;NA;Turin Hill;Dundee Flagstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Uraniacanthus;curtus;Diplacanthiformes;Gladiobranchidae;Stem;NA;NA;N;43,325;44,225;29,95833333;Y;Devonian;Lochkovian;419,2;Lochkovian;410,8;415;NA;Hayston Hill;Lower Old Red Sandstone;Europe;X;X;X;;N;1;0;0;0;0;0;0;N;N;NA
Bryantonchus;peracutus;Diplacanthiformes;Incertae_familiae;Stem;NA;NA;N;6,95;6,95;6,95;N;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;Ely;Sevy Dolomite;North America;X;X;X;;N;1;1;1;0;0;0;0;N;Y;NA
Bryantonchus;peracutus;Diplacanthiformes;Incertae_familiae;Stem;NA;NA;N;6,95;6,95;6,95;Y;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;Hyrum;Water Canyon;North America;X;X;X;;N;1;1;1;0;0;0;0;N;Y;NA
Bryantonchus;peracutus;Diplacanthiformes;Incertae_familiae;Stem;NA;NA;N;6,95;6,95;6,95;Y;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;Delle;Water Canyon;North America;X;X;X;;N;1;1;1;0;0;0;0;N;Y;NA
Bryantonchus;peracutus;Diplacanthiformes;Incertae_familiae;Stem;NA;NA;N;6,95;6,95;6,95;Y;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;Beartooth Butte;Beartooth Butte;North America;X;X;X;;N;1;1;1;0;0;0;0;N;Y;NA
Ptychodictyon;americanum;Diplacanthiformes;Incertae_familiae;Stem;NA;NA;N;2,5;2,5;2,5;N;Devonian;Emsian;407,6;Emsian;393,3;400,45;N;Hyrum;Water Canyon;North America;X;X;X;;N;1;0;0;0;0;0;0;Y;N;NA
