GENUS,SPECIES,ORDER,FAMILY,SUBCLASS,GROUP_GINTER,GROUP_GINTER2,TOOTH_PLATE,DUPLICATE,PERIOD,EARLIEST,MAX_DATE,LATEST,MIN_DATE,MID POINT,LAZARUS,COLLECTION,FORMATION,Latitude,Longitude,CONTINENT,HEMISPHERE,BA_0,BA_1,BA_2,BA_3,BA_4,BA_5,BA_6,SCALE_ONLY,FINSPINE_ONLY,TOOTH_ONLY
Xenacanthus,slaughteri,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,N,Permian,Artinskian,290.1,Artinskian,283.5,286.8,N,Lake Kemp B/ac local fauna,Lueders,30.1,55.5,North America,N,1,1,0,0,0,0,0,N,N,Y
Xenacanthus,slaughteri,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,Permian,Artinskian,290.1,Artinskian,283.5,286.8,N,Brushy Creek Llac local fauna,Belle Plains,30.1,55.5,North America,N,1,1,0,0,0,0,0,N,N,Y
Xenacanthus,slaughteri,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,Permian,Artinskian,290.1,Artinskian,283.5,286.8,N,Wolf Creek A local fauna,Belle Plains,33.7,-99.1,North America,N,1,1,0,0,0,0,0,N,N,Y
Xenacanthus,sp.,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,N,Devonian,Givetian,387.7,Givetian,382.7,385.2,Y,Portal Mountain,Aztec Siltstone,-78.2,159.1,Antarctica,S,1,0,0,0,0,0,0,N,N,N
Xenacanthus,sp.,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,Devonian,Givetian,387.7,Givetian,382.7,385.2,Y,Mt Ritchie,Aztec Siltstone,-78.5,158.4,Antarctica,S,1,0,0,0,0,0,0,N,N,N
Xenacanthus,sp.,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,N,C - P,Bashkirian,323.2,Kungurian,272.95,298.075,Y,Buckhorn Asphalt Quarry,,30.1,55.5,North America,N,1,1,0,0,0,0,0,N,N,N
Xenacanthus,sp.,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,C - P,Bashkirian,323.2,Kungurian,272.95,298.075,Y,Craddock Bonebed shark layer,Craddock Bonebed,30.1,55.5,North America,N,1,1,0,0,0,0,0,N,N,N
Xenacanthus,sp.,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,C - P,Bashkirian,323.2,Kungurian,272.95,298.075,Y,Linton,Coal Measures,40.6,-80.7,Europe,N,1,1,0,0,0,0,0,N,N,N
Xenacanthus,sp.,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,C - P,Bashkirian,323.2,Kungurian,272.95,298.075,Y,Briar Creek,Admiral,30.1,55.5,North America,N,1,1,0,0,0,0,0,N,N,N
Xenacanthus,sp.,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,C - P,Bashkirian,323.2,Kungurian,272.95,298.075,Y,Frances Colliery,,30.1,55.5,Europe,N,1,1,0,0,0,0,0,N,N,N
Xenacanthus,sp.,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,C - P,Bashkirian,323.2,Kungurian,272.95,298.075,Y,Kirkpatrick St.,Pittsburgh Limestone,40.4,-80,North America,N,1,1,0,0,0,0,0,N,N,N
Xenacanthus,sp.,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,C - P,Bashkirian,323.2,Kungurian,272.95,298.075,Y,Interstate 76 roadcut,Duquesne Coal Horizon,40.4,-79.9,North America,N,1,1,0,0,0,0,0,N,N,N
Xenacanthus,sp.,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,C - P,Bashkirian,323.2,Kungurian,272.95,298.075,Y,Ft. Pitt Tunnel,Duquesne Limestone 6,30.1,55.5,North America,N,1,1,0,0,0,0,0,N,N,N
Xenacanthus,sp.,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,C - P,Bashkirian,323.2,Kungurian,272.95,298.075,Y,Humboldt-Schacht,Gaskohle,30.1,55.5,Europe,N,1,1,0,0,0,0,0,N,N,N
Xenacanthus,sp.,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,C - P,Bashkirian,323.2,Kungurian,272.95,298.075,Y,Powhattan Point,Washington,39.9,-80.8,North America,N,1,1,0,0,0,0,0,N,N,N
Xenacanthus,sp.,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,C - P,Bashkirian,323.2,Kungurian,272.95,298.075,Y,Belpre,Greene,30.1,55.5,North America,N,1,1,0,0,0,0,0,N,N,N
Xenacanthus,sp.,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,C - P,Bashkirian,323.2,Kungurian,272.95,298.075,Y,Cameron,Washington,30.1,55.5,North America,N,1,1,0,0,0,0,0,N,N,N
Xenacanthus,sp.,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,C - P,Bashkirian,323.2,Kungurian,272.95,298.075,Y,Dallas Pike,Greene,30.1,55.5,North America,N,1,1,0,0,0,0,0,N,N,N
Xenacanthus,sp.,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,C - P,Bashkirian,323.2,Kungurian,272.95,298.075,Y,Baylor Co.,Lueders,30.1,55.5,North America,N,1,1,0,0,0,0,0,N,N,N
Xenacanthus,sp.,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,C - P,Bashkirian,323.2,Kungurian,272.95,298.075,Y,Jemez Springs,Abo,35.8,-106.7,North America,N,1,1,0,0,0,0,0,N,N,N
Xenacanthus,sp.,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,C - P,Bashkirian,323.2,Kungurian,272.95,298.075,Y,Los Pinos Mountains,Bursum-Abo contact,34.3,-106.6,North America,N,1,1,0,0,0,0,0,N,N,N
Xenacanthus,sp.,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,C - P,Bashkirian,323.2,Kungurian,272.95,298.075,Y,Pecos River Valley Locality 1,De Cristo,33,-104,North America,N,1,1,0,0,0,0,0,N,N,N
Xenacanthus,sp.,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,C - P,Bashkirian,323.2,Kungurian,272.95,298.075,Y,Humberg,Meisenheim,30.1,55.5,Europe,N,1,1,0,0,0,0,0,N,N,N
Xenacanthus,sp.,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,C - P,Bashkirian,323.2,Kungurian,272.95,298.075,Y,Olešnice,Vrchlabí,50.6,15.4,Europe,N,1,1,0,0,0,0,0,N,N,N
Xenacanthus,striatus,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,N,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,341.05,N,Elmhurst RR,Mississipian fissure fill,30.1,55.5,North America,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y
Xenacanthus,tenuis,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,N,Carboniferous,Bashkirian,323.2,Moscovian ,307,315.1,N,Carluke,Coal Measures,30.1,55.5,Europe,N,1,0,0,0,0,0,0,N,N,Y
Xenacanthus,tenuis,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,Carboniferous,Bashkirian,323.2,Moscovian ,307,315.1,N,Brockley Whins,,30.1,55.5,Europe,N,1,0,0,0,0,0,0,N,N,Y
Acanthodes,beecheri,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,N,Carboniferous,Moscovian,315.2,Moscovian,307,311.1,N,"Pit 11, Peabody Coal Company",Carbondale,41.2,-88.2,North America,N,0,1,0,0,0,0,0,N,N,NA
Acanthodes,beecheri,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,Carboniferous,Moscovian,315.2,Moscovian,307,311.1,N,NW 1/4 NE 1/4 Sec. 6,Carbondale,30.1,55.5,North America,N,0,1,0,0,0,0,0,N,N,NA
Acanthodes,bridgei,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,N,Carboniferous,Gzhelian,303.7,Gzhelian,298.9,301.3,N,Greenwood county,Topeka limestone,30.1,55.5,North America,N,0,1,0,0,0,0,0,N,N,NA
Acanthodes,bridgei,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,Carboniferous,Gzhelian,303.7,Gzhelian,298.9,301.3,N,Hamilton,Topeka limestone,30.1,55.5,North America,N,0,1,0,0,0,0,0,N,N,NA
Acanthodes,bronni,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,N,C - P,Gzhelian,303.7,Asselian,293.52,298.61,N,Berschweiler,Meisenheim,30.1,55.5,Europe,N,1,0,0,0,0,0,0,N,N,NA
Acanthodes,confusus,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,N,C - P,Gzhelian,303.7,Asselian,293.52,298.61,N,Lebach,Meisenheim,49.4,6.9,Europe,N,1,0,0,0,0,0,0,N,N,NA
Acanthodes,confusus,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,C - P,Gzhelian,303.7,Asselian,293.52,298.61,N,Kreimbach-Kaulbach,Meisenheim,30.1,55.5,Europe,N,1,0,0,0,0,0,0,N,N,NA
Acanthodes,confusus,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,C - P,Gzhelian,303.7,Asselian,293.52,298.61,N,Rudnik v Krkonosich,Vrchlabí,50.6,15.4,Europe,N,1,0,0,0,0,0,0,N,N,NA
Acanthodes,gracilis,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,N,Permian,Asselian,298.9,Asselian,293.52,296.21,N,Wolbromow,Rotliegend,50.6,16.5,Europe,N,1,0,0,0,0,0,0,N,N,NA
Acanthodes,gracilis,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,Permian,Asselian,298.9,Asselian,293.52,296.21,N,Mecinka,Rotliegend,30.1,55.5,Europe,N,1,0,0,0,0,0,0,N,N,NA
Acanthodes,gracilis,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,Permian,Asselian,298.9,Asselian,293.52,296.21,N,Olešnice,Rotliegend,30.1,55.5,Europe,N,1,0,0,0,0,0,0,N,N,NA
Acanthodes,gracilis,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,Permian,Asselian,298.9,Asselian,293.52,296.21,N,Rudnik v Krkonosich,Vrchlabí,50.6,15.4,Europe,N,1,0,0,0,0,0,0,N,N,NA
Acanthodes,gracilis,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,Permian,Asselian,298.9,Asselian,293.52,296.21,N,Hermanovy Sejfy,Vrchlabí,30.1,55.5,Europe,N,1,0,0,0,0,0,0,N,N,NA
Acanthodes,kinneyi,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,N,Carboniferous,Kasimovian,307,Gzhelian,298.9,302.95,N,Kinney Brick Company Quarry,Wild Cow,35,-106.3,North America,N,0,1,0,0,0,0,0,N,N,NA
Acanthodes,lopatini,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,N,Carboniferous,Tournaisian,358.9,Tournaisian,346.7,352.8,N,Medvedskoe village,Lower Os'kin,30.1,55.5,Asia,N,0,1,1,1,0,0,0,N,N,NA
Acanthodes,lundi,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,N,Carboniferous,Visean,346.7,Bashkirian,315.2,330.95,N,Heath A Quarry,Heath,30.1,55.5,North America,N,0,0,1,1,1,0,0,N,N,NA
Acanthodes,lundi,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,Carboniferous,Visean,346.7,Bashkirian,315.2,330.95,N,Supercrop Quarry,Heath,47,-108.9,North America,N,0,0,1,1,1,0,0,N,N,NA
Acanthodes,lundi,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,Carboniferous,Visean,346.7,Bashkirian,315.2,330.95,N,Vacation Crop,Heath,30.1,55.5,North America,N,0,0,1,1,1,0,0,N,N,NA
Acanthodes,marshi,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,N,Carboniferous,Moscovian,315.2,Moscovian,307,311.1,N,"Pit 11, Peabody Coal Company",Carbondale,41.2,-88.2,North America,N,0,1,0,0,0,0,0,N,N,NA
Acanthodes,nitidus,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Glencartholm,Calciferous Sandstones,30.1,55.5,Europe,N,0,1,0,0,0,0,0,N,N,NA
Acanthodes,nitidus,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Eskdale,Calciferous Sandstones,30.1,55.5,Europe,N,0,1,0,0,0,0,0,N,N,NA
Acanthodes,ovensi,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,N,Carboniferous,Tournaisian,358.9,Tournaisian,346.7,352.8,N,Crooked Burn,Cementstones Group,30.1,55.5,Europe,N,1,0,0,0,0,0,0,N,N,NA
Acanthodes,sp.,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,N,Carboniferous,Tournaisian,358.9,Visean,330.9,344.9,Y,Eskdale,Calciferous Sandstones,30.1,55.5,Europe,N/S,1,1,0,0,0,0,0,N,N,NA
Acanthodes,sp.,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,Carboniferous,Tournaisian,359.9,Visean,330.9,344.9,Y,Strydomsvlei,,30.1,55.5,Australia and Oceania,N/S,1,1,0,0,0,0,0,N,N,NA
Acanthodes,sp.,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,Carboniferous,Tournaisian,360.9,Visean,330.9,344.9,Y,Mansfield,,30.1,55.5,Africa,N/S,1,1,0,0,0,0,0,N,N,NA
Acanthodes,sp.,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,N,C - P,Gzhelian,303.7,Asselian,293.52,298.61,Y,Lebach,Meisenheim,49.4,6.9,Europe,N,0,1,0,0,0,0,0,N,N,NA
Acanthodes,sulcatus,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,N,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Pentland Oil Works,Dunnet Shale,55.9,-3.2,Europe,N,1,1,1,0,0,0,0,N,N,NA
Acanthodes,sulcatus,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Wardie 'B',Wardie Shales,56,-3.2,Europe,N,1,1,1,0,0,0,0,N,N,NA
Acanthodes,sulcatus,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,Carboniferous,Visean,346.7,Visean,330.9,338.8,N,Straiton,Dunnet Shale,55.9,-3.2,Europe,N,1,1,1,0,0,0,0,N,N,NA
Acanthodes ,wardi,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,N,Carboniferous,Bashkirian,323.2,Moscovian,307,315.1,N,Longton,Deep Mine Ironstone,53,-2.1,Europe,N,1,0,0,0,0,0,0,N,N,NA
Acanthodes ,wardi,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,Carboniferous,Bashkirian,323.2,Moscovian,307,315.1,N,Trawden,Soapstone Bed,30.1,55.5,Europe,N,1,0,0,0,0,0,0,N,N,NA
Acanthodopsis,egertoni,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,N,Carboniferous,Moscovian,315.2,Moscovian,307,311.1,N,Newcastle,Coal Measures,55,-1.6,Europe,N,1,0,0,0,0,0,0,N,N,NA
Acanthodopsis,microdon,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,N,Carboniferous,Bashkirian,323.2,Moscovian,307,315.1,N,Foxfield Colliery,Coal Measures,30.1,55.5,Europe,N,1,0,0,0,0,0,0,N,N,NA
Acanthodopsis,microdon,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,Carboniferous,Bashkirian,323.2,Moscovian,307,315.1,N,Cheadle coalfield,Woodhead Coal,30.1,55.5,Europe,N,1,0,0,0,0,0,0,N,N,NA
Acanthodopsis,sp.,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,N,Carboniferous,Serpukhovian,330.9,Moscovian,307,318.95,N,Loanhead,,55.9,-3.2,Europe,N,1,0,0,0,0,0,0,N,N,NA
Acanthodopsis,sp.,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,Carboniferous,Serpukhovian,330.9,Moscovian,307,318.95,N,Newsham,Coal Measures,55.1,-1.5,Europe,N,1,0,0,0,0,0,0,N,N,NA
Acanthodopsis,sp.,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,Carboniferous,Serpukhovian,330.9,Moscovian,307,318.95,N,Fenton,Knowles Ironstone Shale,30.1,55.5,Europe,N,1,0,0,0,0,0,0,N,N,NA
Acanthodopsis,wardi,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,N,Carboniferous,Serpukhovian,330.9,Moscovian,307,318.95,N,Longton,Deep Mine Ironstone,53,-2.1,Europe,N,1,1,0,0,0,0,0,N,N,NA
Acanthodopsis,wardi,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,Carboniferous,Serpukhovian,330.9,Moscovian,307,318.95,N,Smeaton,Coal Measures,30.1,55.5,Europe,N,1,1,0,0,0,0,0,N,N,NA
Acanthodopsis,wardi,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,Carboniferous,Serpukhovian,330.9,Moscovian,307,318.95,N,Newsham,Coal Measures,55.1,-1.5,Europe,N,1,1,0,0,0,0,0,N,N,NA
Acanthodopsis,wardi,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,Carboniferous,Serpukhovian,330.9,Moscovian,307,318.95,N,Newcastle,Coal Measures,55,-1.6,Europe,N,1,1,0,0,0,0,0,N,N,NA
Acanthodopsis,wardi,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,Carboniferous,Serpukhovian,330.9,Moscovian,307,318.95,N,Newarthill,Virtuewell Coal Seam,30.1,55.5,Europe,N,1,1,0,0,0,0,0,N,N,NA
Acanthodopsis,wardi,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,Carboniferous,Serpukhovian,330.9,Moscovian,307,318.95,N,Low Moor,Better Bed Coal,53.8,-1.8,Europe,N,1,1,0,0,0,0,0,N,N,NA
Pseudacanthodes,pinnatus,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,N,Carboniferous,Moscovian,315.2,Moscovian,307,311.1,N,Tremosna,Gaskohle,30.1,55.5,Europe,N,1,0,0,0,0,0,0,N,N,NA
Traquairichthys,pygmaeus,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,N,Carboniferous,Moscovian,315.2,Moscovian,307,311.1,N,Humboldt-Schacht,Gaskohle,30.1,55.5,Europe,N,1,0,0,0,0,0,0,N,N,NA
Utahacanthus,guntheri,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,N,Carboniferous,Bashkirian,323.2,Bashkirian,315.2,317.2,N,Lehi,Manning Canyon,40.4,-112,North America,N,1,1,1,0,0,0,0,N,N,NA
Cheiracanthus,brevicostatus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,N,Devonian,Eifelian,393.3,Givetian,382.7,388,N,Karksi outcrop,,58.1,25.6,Europe,N,NA,NA,NA,NA,NA,NA,NA,Y,N,NA
Cheiracanthus,costellatus?,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,N,Devonian,Emsian,407.6,Emsian,393.3,400.45,N,Campbellton,Atholville beds,48,-66,North America,N,0,1,0,0,0,0,0,N,N,NA
Cheiracanthus,crassus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,N,Devonian,Eifelian,393.3,Eifelian,387.7,390.5,N,Eividovichi-328 borehole,Osveya Beds of the Western Dvina Formation,55.4,26.7,Europe,N,0,1,0,0,0,0,0,Y,N,NA
Cheiracanthus,crassus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Eifelian,387.7,390.5,N,Vilchitsy-1 borehole,,53.8,30.3,Europe,N,0,1,0,0,0,0,0,Y,N,NA
Cheiracanthus,crassus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Eifelian,387.7,390.5,N,Lyozno-1 borehole,,55,30.8,Europe,N,0,1,0,0,0,0,0,Y,N,NA
Cheiracanthus,crassus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Eifelian,387.7,390.5,N,Kuptcheli-325 borehole,,55.5,26.7,Europe,N,0,1,0,0,0,0,0,Y,N,NA
Cheiracanthus,flabellicostatus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,N,Devonian,Givetian,387.7,Givetian,382.7,385.2,N,Siverskii,Aruküla Regional Stage,59.3,30.1,Europe,N,1,0,0,0,0,0,0,Y,N,NA
Cheiracanthus,flabellicostatus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,Y,Devonian,Givetian,387.7,Givetian,382.7,385.2,N,Zaitsevo,Aruküla Regional Stage,59.7,30.2,Europe,N,1,0,0,0,0,0,0,Y,N,NA
Cheiracanthus,gibbosus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,N,Devonian,Emsian,407.6,Eifelian,387.7,397.65,N,Braslav-8 borehole,Vitebsk horizon,55.6,27,Europe,N,1,1,0,0,0,0,0,Y,N,NA
Cheiracanthus,gibbosus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,Y,Devonian,Emsian,407.6,Eifelian,387.7,397.65,N,Ludza-15 borehole,Rezekne horizon,56.5,27.7,Europe,N,1,1,0,0,0,0,0,Y,N,NA
Cheiracanthus,gibbosus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,Y,Devonian,Emsian,407.6,Eifelian,387.7,397.65,N,Cherikov-1 borehole,Vitebsk horizon,53.6,31.4,Europe,N,1,1,0,0,0,0,0,Y,N,NA
Cheiracanthus,grandispinus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,N,Devonian,Eifelian,393.3,Givetian,382.7,388,N,Achanarras,Middle Old Red Sandstone,58.5,-3.5,Europe,N,1,0,0,0,0,0,0,N,N,NA
Cheiracanthus,intricatus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,N,Devonian,Eifelian,393.3,Givetian,382.7,388,N,Estheriahaugen,Tordalen,78.6,16.1,Europe,N,1,1,0,0,0,0,0,N,N,NA
Cheiracanthus,intricatus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Givetian,382.7,388,N,Dvoriki-2 borehole,Kernave,54.9,20.1,Europe,N,1,1,0,0,0,0,0,N,N,NA
Cheiracanthus,intricatus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Givetian,382.7,388,N,Saravai-427 borehole,Kernave,55.2,23.7,Europe,N,1,1,0,0,0,0,0,N,N,NA
Cheiracanthus,krucheki,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,N,Devonian,Emsian,407.6,Eifelian,387.7,397.65,N,Cherikov-1 borehole,Vitebsk horizon,53.6,31.4,Europe,N,0,1,0,0,0,0,0,Y,N,NA
Cheiracanthus,latus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,N,Devonian,Eifelian,393.3,Givetian,382.7,388,N,Tynet Burn,Middle Old Red Sandstone,57.7,-3,Europe,N,1,0,0,0,0,0,0,N,N,NA
Cheiracanthus,latus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Givetian,382.7,388,N,Den of Findon,Middle Old Red Sandstone,57.7,-2.3,Europe,N,1,0,0,0,0,0,0,N,N,NA
Cheiracanthus,longicostatus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,N,Devonian,Eifelian,393.3,Eifelian,387.7,390.5,N,Estonia,Narova Stage,NA,NA,Europe,N,NA,NA,NA,NA,NA,NA,NA,Y,N,NA
Cheiracanthus,microlepidotus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,N,Devonian,Eifelian,393.3,Givetian,382.7,388,N,Lethen Bar,Middle Old Red Sandstone,57.5,-3.7,Europe,N,1,0,0,0,0,0,0,N,N,NA
Cheiracanthus,microlepidotus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Givetian,382.7,388,N,Banffshire,Middle Old Red Sandstone,57.7,-2.3,Europe,N,1,0,0,0,0,0,0,N,N,NA
Cheiracanthus,murchisoni,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,N,Devonian,Eifelian,393.3,Givetian,382.7,388,N,Den of Findon,Middle Old Red Sandstone,57.7,-2.3,Europe,N,1,0,0,0,0,0,0,N,N,NA
Cheiracanthus,murchisoni,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Givetian,382.7,388,N,Cromarty,Middle Old Red Sandstone,57.7,-4,Europe,N,1,0,0,0,0,0,0,N,N,NA
Cheiracanthus,murchisoni,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Givetian,382.7,388,N,Tynet Burn,Middle Old Red Sandstone,57.7,-3,Europe,N,1,0,0,0,0,0,0,N,N,NA
Cheiracanthus,murchisoni,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Givetian,382.7,388,N,Achanarras,Middle Old Red Sandstone,58.5,-3.5,Europe,N,1,0,0,0,0,0,0,N,N,NA
Cheiracanthus,peachi,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,N,Devonian,Eifelian,393.3,Givetian,382.7,388,N,Button Geo,Mey Flagstone,59,-3.4,Europe,N,1,1,1,0,0,0,0,N,N,NA
Cheiracanthus,peachi,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Givetian,382.7,388,N,Sacquoy Head,Mey Flagstone,59.2,-3.1,Europe,N,1,1,1,0,0,0,0,N,N,NA
Cheiracanthus,peachi,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Givetian,382.7,388,N,East Mey,Mey Flagstone,58.6,-3.2,Europe,N,1,1,1,0,0,0,0,N,N,NA
Cheiracanthus,peachi,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Givetian,382.7,388,N,Orsha-2 borehole,Kostiukovichy,54.5,30.5,Europe,N,1,1,1,0,0,0,0,N,N,NA
Cheiracanthus,sp.,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,N,Devonian,Eifelian,393.3,Givetian,382.7,388,?,Den of Findon,Middle Old Red Sandstone,57.7,-2.3,Europe,N,1,0,0,0,0,0,0,N,N,NA
